word1,word2,count
આ,ક્વિઝમાં,1
હાઇવે,અમદાવાદ,1
જી,હાઇવે,1
એસ,જી,1
પાછળ,એસ,1
ક્લબની,પાછળ,1
રાજપથ,ક્લબની,1
ઓડિટોરિયમ,રાજપથ,1
ઉપાધ્યાય,ઓડિટોરિયમ,1
દિનદયાળ,ઉપાધ્યાય,1
પંડિત,દિનદયાળ,1
શુક્રવારે,પંડિત,1
રોજ,શુક્રવારે,1
તા૧૦,ઓગસ્ટના,1
અમદાવાદમાં,તા૧૦,1
એડિશન,અમદાવાદમાં,1
અમદાવાદ,એડિશન,1
૨૦૧૮ની,અમદાવાદ,1
વિઝ,૨૦૧૮ની,1
ક્વિઝ,ટીસીએસ,1
કરતાં,શાળાનાં,1
વિદ્યાર્થીઓ,ભાગ,1
પૂણેમાં,યોજાશે,1
સંસ્થા,મહત્તમ,1
અને,પૂણેમાં,1
મુંબઈ,નાગપુર,1
કોલકાતા,મુંબઈ,1
ઇન્દોર,કોચી,1
હૈદરાબાદ,ઇન્દોર,1
ભુવનેશ્વર,ચેન્નાઈ,1
બેંગલોર,ભુવનેશ્વર,1
અમદાવાદ,બેંગલોર,1
૧૨,શહેરો,1
૨૦૧૮,ભારતમાં,1
વિઝ,૨૦૧૮,1
નથી,ટીસીએસ,1
ફી,નથી,1
એન્ટ્રી,ફી,1
કોઈ,એન્ટ્રી,1
લેવાની,કોઈ,1
છે,ક્વિઝમાં,1
બાળકો,સામેલ,1
ટીમમાં,બે,1
દરેક,ટીમમાં,1
મોકલી,શકે,1
૮,ટીમ,1
મહત્તમ,૮,1
ટીમને,જ,1
આવશે,રિજનલ,1
રિજનલ,ફાઇનલમાંથી,1
ફાઇનલનું,વેબ,1
વેબકાસ્ટિંગ,થશે,1
ફાઇનલનું,વેબકાસ્ટિંગ,1
કરવા,રિજનલ,1
સન્માનિત,કરવા,1
વિદ્યાર્થીઓને,સન્માનિત,1
સ્થાનોનાં,વિદ્યાર્થીઓને,1
અન્ય,સ્થાનોનાં,1
ટોર્ચ,મળશે,1
મલ્ટિફંક્શનલ,ટોર્ચ,1
ઉપરાંત,મલ્ટિફંક્શનલ,1
પોટ,ઉપરાંત,1
ફ્લાવર,પોટ,1
મ્યુઝિક,ફ્લાવર,1
સ્માર્ટ,મ્યુઝિક,1
સાથે,સ્માર્ટ,1
લાઇટ,સાથે,1
નાઇટ,લાઇટ,1
એલઇડી,નાઇટ,1
અને,એલઇડી,1
ને,બ્લુટૂથ,1
ડે,ને,1
ધ,ડે,1
ટ્વીટ,ઓફ,1
થશે,રિજનલ,1
વેબ,સ્ટ્રીમિંગ,1
વધુ,ટ્વીટ,1
સ્ટ્રીમિંગ,આ,1
તેનાં,મહત્ત્વ,1
લાવવાનો,અને,1
જાગૃતિ,લાવવાનો,1
કુશળતાઓ,અંગે,1
ઉદ્દેશ,કુશળતાઓ,1
ક્વિઝનો,ઉદ્દેશ,1
છે,ક્વિઝનો,1
ક્વિઝ,છે,1
આઇટી,ક્વિઝ,1
ઇન્ટરસ્કૂલ,આઇટી,1
મોટી,ઇન્ટરસ્કૂલ,1
માટે,ભારતમાં,1
૧૨નાં,વિદ્યાર્થીઓ,1
ધોરણ,૧૨નાં,1
જે,ધોરણ,1
ઇનિશિયેટિવ,છે,1
નોલેજ,ઇનિશિયેટિવ,1
થયેલી,નોલેજ,1
૧૯૯૯માં,શરૂ,1
વર્ષ,૧૯૯૯માં,1
વિઝ,એ,1
શકાશે,ટીસીએસ,1
આ,વેબસાઇટ,1
શ્રેષ્ઠ,ટ્વીટ,1
ટોચનાં,બે,1
ફાઇનલમાંથી,વિજેતા,1
ટીસીએસ,તરફથી,1
ફાઇનલિસ્ટને,પણ,1
૬,ફાઇનલિસ્ટને,1
આવશે,૬,1
મેડલ,પણ,1
અને,મેડલ,1
ટ્રોફી,અને,1
કરેલી,ટ્રોફી,1
ખાસ,ડિઝાઇન,1
૪૦૦૦૦નું,ગિફ્ટ,1
રૂ,૪૦૦૦૦નું,1
રનર્સઅપને,રૂ,1
ત્યારે,રનર્સઅપને,1
રૂ૬૦૦૦૦નું,ગિફ્ટ,1
ચેમ્પિયનને,રૂ૬૦૦૦૦નું,1
રિજનલ,ચેમ્પિયનને,1
વર્ષે,રિજનલ,1
કન્ટેસ્ટમાં,ચાલુ,1
ક્વિઝ,કન્ટેસ્ટમાં,1
આ,ક્વિઝ,1
ફાઇનલમાં,સ્થાન,1
નેશનલ,ફાઇનલમાં,1
ટીમને,નેશનલ,1
વિજેતા,ટીમને,1
પણ,ટીસીએસ,1
તરફથી,વિવિધ,1
યોજાશે,ટોચનાં,1
વિવિધ,ઇનામો,1
કન્ટેસ્ટ,યોજાશે,1
ટ્વિટર,કન્ટેસ્ટ,1
સહભાગીઓ,માટે,1
તમામ,સહભાગીઓ,1
ફાઇનલ,તમામ,1
શહેરમાં,રિજનલ,1
સિવાય,દરેક,1
ટોર્ચ,સામેલ,1
મ્યુઝિક,ટોર્ચ,1
મલ્ટિફંક્શનલ,મ્યુઝિક,1
સાથે,મલ્ટિફંક્શનલ,1
સ્પીકર્સ,સાથે,1
આઉટડોર,સ્પીકર્સ,1
વાયરલેસ,આઉટડોર,1
સાથે,બ્લુટૂથ,1
ડ્રાઇવ,સાથે,1
પેન,ડ્રાઇવ,1
૫૦,પેન,1
ટીસીએસ,૫૦,1
બેગ,ટીસીએસ,1
જીમ,બેગ,1
જેમાં,જીમ,1
ઇનામો,મળશે,1
ટેકનોલોજી,ક્વિઝ,1
મોટી,ટેકનોલોજી,1
ટીસીએસએ,આજે,1
ગ્લિસરિન,ભરી,1
પાણી,ગુલાબજળ,1
ચોખાનું,પાણી,1
બોટલમાં,ચોખાનું,1
કુમારે,આ,1
અસિત,કુમારે,1
કરીને,દુઃખ,1
સિંહે,પણ,1
વીકે,સિંહે,1
પ્રધાન,વીકે,1
મામલે,વર્તમાન,1
તે,કોરોનાથી,1
દિલ્હીની,હોસ્પિટલમાં,1
ગોયલનું,દિલ્હીની,1
પ્રકાશ,ગોયલનું,1
સુરેન્દ્ર,પ્રકાશ,1
ગાઝિયાબાદના,પૂર્વ,1
છે,ગાઝિયાબાદના,1
શહેરમાં,શોકનું,1
નેતાઓના,નિધન,1
કોંગ્રેસી,નેતાઓના,1
દિવસમાં,કોંગ્રેસી,1
ગાઝિયાબાદમાં,દિવસમાં,1
પ્રતિબંધ,લગાવ્યો,1
અને,ગ્લિસરિન,1
ભરી,લો,1
આફ્રિકાના,દેશો,1
રીતે,મિક્ષ,1
કરતા,૧૩,1
ધમાકેદાર,બેટીંગ,1
તેમ,શરૂઆતથી,1
તરફ,મહેરબાની,1
સૌરાષ્ટ્ર,તરફ,1
મેઘરાજાએ,સૌરાષ્ટ્ર,1
હાલ,મેઘરાજાએ,1
ધોધમાર,વરસી,1
અછતવાળા,વિસ્તારમાં,1
અને,અછતવાળા,1
વિસ્તારોમાં,ઓછો,1
ધરાવતા,વિસ્તારોમાં,1
વરસાદ,ધરાવતા,1
પેર્ટન,બદલાતા,1
વરસાદની,પેર્ટન,1
તેનો,ત્વચા,1
ત્યારબાદ,તેનો,1
ફરી,મિક્ષ,1
ટીપાં,ઉમેરો,1
તેલના,ટીપાં,1
એસેંશિયલ,તેલના,1
ઓરેન્જ,એસેંશિયલ,1
તેમાં,ઓરેન્જ,1
દેશો,પર,1
ઈઝરાઈલે,આફ્રિકાના,1
જળાશયો,ઓવરફ્લો,1
સુધી,જગાડવો,1
સાથે,એકસમાન,1
કોરોલા,સાથે,1
અથવા,કોરોલા,1
કાંટો,અથવા,1
એક,કાંટો,1
ઇંડા,એક,1
છીએ,ઇંડા,1
કણક,લઇએ,1
સ્વાદિષ્ટ,કણક,1
ડમ્પલિંગ,માટે,1
બનાવેલા,ડમ્પલિંગ,1
ઘરે,બનાવેલા,1
વિના,અમે,1
બરબાદ,કર્યા,1
મહિલા,અધિકારી,1
ગુજરાતના,એ,1
પાસ,જાણો,1
કરી,પાસ,1
પ્રયત્ને,કરી,1
નાપાસ,તો,1
હતાં,નાપાસ,1
સ્કુલમાં,થયાં,1
બે,ઘાયલ,1
એકસમાન,સુધી,1
જગાડવો,ગરમ,1
માટે,પકવવું,1
કરો,પોડ્સાલિએવમ,1
ચાળીસ,પાંચ,1
તે,ચાળીસ,1
તેને,ફિલ્મ,1
મિશ્રણ,કરીએ,1
તેલમાં,મિશ્રણ,1
કન્ફેક્શનરી,વનસ્પતિ,1
લોટ,કન્ફેક્શનરી,1
અમે,લોટ,1
રેડતા,અંતે,1
લોટ,રેડતા,1
વધુ,લોટ,1
હાંસલ,કરો,1
પોત,હાંસલ,1
બિનસ્ટીકી,પોત,1
અને,બિનસ્ટીકી,1
ગાઢ,અને,1
એક,ગાઢ,1
કણક,એક,1
અમે,કણક,1
કન્ટેનરમાં,રેડવામાં,1
પ્રીસ્વીફ્ટ,લોટ,1
અને,પ્રીસ્વીફ્ટ,1
પોડ્સાલિએવમ,અને,1
૧૩,જળાશયો,1
૧૨,ડેમ,1
સર્વિસીસ,ટીસીએસએ,1
રૂપિયાની,જબ્બર,1
હમણાં,અધધધ,1
સ્ત્રીને,હમણાં,1
એક,સ્ત્રીને,1
બેનો,નામની,1
ઓલ્ગા,બેનો,1
પૅસેજની,ઓલ્ગા,1
ઈસ્ટર્ન,પૅસેજની,1
કૅનેડાના,ઈસ્ટર્ન,1
ચોક્કસ,પડશે,1
તાળીઓ,ચોક્કસ,1
લોકોની,તાળીઓ,1
પર,લોકોની,1
એક્શન,સીન,1
રિતિકના,એક્શન,1
છે,રિતિકના,1
પરફેક્ટ,લાગી,1
જ,પરફેક્ટ,1
રોશન,ખુબ,1
ફિલ્મમાં,રિતિક,1
હરિફાઇ,નહિ,1
પણ,હરિફાઇ,1
ગાંઘી,સાથે,1
રાહુલ,ગાંઘી,1
અધધધ,કરોડ,1
જબ્બર,લૉટરી,1
સાથે,કોંગ્રેસના,1
લૉટરી,લાગી,1
સોલ્યુશન,કંપની,1
બિઝનેસ,સોલ્યુશન,1
કન્સલ્ટિંગ,અને,1
સર્વિસીસ,કન્સલ્ટિંગ,1
આઇટી,સર્વિસીસ,1
તા૨૪,દેશની,1
દિમાર્કોને,હરાવ્યો,1
સાથે,દિમાર્કોને,1
બર્ડી,સાથે,1
પર,બર્ડી,1
હોલ,પર,1
વધારાના,હોલ,1
પહેલા,વધારાના,1
ને,પરંતુ,1
આવતો,ને,1
હતો,વિશ્વાસ,1
જોયો,હતો,1
સમનામાં,જોયો,1
તેમણે,સમનામાં,1
તે,તેમણે,1
નંબર,લગાવ્યો,1
લોટરીમાં,જે,1
તેમણે,લોટરીમાં,1
કોંગ્રેસના,યુવા,1
પત્નીની,સાથે,1
જતાં,દરવાજા,1
નિક્કી,તંબોલીએ,1
ક્યારે,યોજાશે,1
ફાઇનલ,ક્યારે,1
બોસની,ફાઇનલ,1
ઘરવાળાઓને,પૂછે,1
ખાન,ઘરવાળાઓને,1
પ્રોમોમાં,સલમાન,1
શોના,પ્રોમોમાં,1
કરશે,શોના,1
ખાન,મોટી,1
વીકેન્ડના,વારમાં,1
આ,વીકેન્ડના,1
કરાવવાનો,પ્રયત્ન,1
મદ્યપાન,કરાવવાનો,1
હોલિડે,મદ્યપાન,1
ફૂટનો,વધારો,1
૨૨,ફૂટનો,1
અડધાથી,૨૨,1
સપાટીમાં,અડધાથી,1
ડેમોની,સપાટીમાં,1
૬૫,ડેમોની,1
ઉપરાંત,૬૫,1
ખોલવાની,નોબત,1
દરવાજા,ખોલવાની,1
અંગે,નિક્કી,1
તંબોલીએ,જવાબ,1
ધોનીએ,પોતાની,1
જાન્યુઆરી,૨૦૨૧માં,1
બંધાયેલ,ભારતીય,1
જીવનમાં,બંધાયેલ,1
ઓનએર,થયા,1
શો,ઓનએર,1
તો,શો,1
પ્રેંક,તે,1
કે,પ્રેંક,1
જાહેરાત,સાચી,1
પ્રોમોમાં,કરવામાં,1
રહેશે,પ્રોમોમાં,1
સ્પર્ધકો,જ,1
૪,સ્પર્ધકો,1
ફાઇનલમાં,માત્ર,1
યોજાશે,ફાઇનલમાં,1
વીકે,જ,1
આવતાં,વીકે,1
પરંતુ,આવતાં,1
આવતાં,વર્ષે,1
ફાઇનલ,આવતાં,1
૧૪ની,ફાઇનલ,1
બોસ,૧૪ની,1
જ્યારે,સલમાને,1
૨૦૨૧માં,જ્યારે,1
પરીક્ષા,ઓગસ્ટથી,1
માર્કની,પરીક્ષા,1
સમગ્ર,ધમની,1
લઈ,ચીંતીત,1
અન્ય,પાકોની,1
ખેડુતોએ,સરકાર,1
સ્થાનીક,ખેડુતોએ,1
પારો,વધ્યો,1
ચીંતાનો,પારો,1
ખેડુતોમાં,ચીંતાનો,1
સ્થાનીક,ખેડુતોમાં,1
આગામચેતી,ને,1
વરસાદની,આગામચેતી,1
હતા,કમોસમી,1
ચીંતીત,હતા,1
પાકને,લઈ,1
અનુરોધ,સમગ્ર,1
કેરીનાં,પાકને,1
ખેડૂતો,કેરીનાં,1
વિસ્તારનાં,ખેડૂતો,1
અન્ય,વિસ્તારનાં,1
ગીર,અને,1
કંપની,સ્ટર્ન,1
મોડલ,કંપની,1
શોષણ,થઇ,1
કામદારોનું,કોન્ટ્રાકટરો,1
આ,કામદારોનું,1
દિવાળી,બગડી,1
પાકોની,જેમ,1
જેમ,કેરીના,1
વીમા,કવચમાં,1
કવચમાં,રૂપાંતર,1
દરમિયાન,ભીલાડ,1
જીજેએઝેડ,જઈ,1
નંબર,જીજેએઝેડ,1
ટ્રાવેલ્સ,બસ,1
જતી,ટ્રાવેલ્સ,1
પુણાથી,અમદાવાદ,1
લહેર,જોવા,1
લઈ,ખુશીની,1
કવચને,લઈ,1
વિમા,કવચને,1
સુરક્ષીત,વિમા,1
આ,સુરક્ષીત,1
ખેડુતામાં,આ,1
ત્યારે,ખેડુતામાં,1
યોજનામાં,સમાવેશ,1
પ્રધાન,વીમા,1
પાકનો,વડા,1
કેરીનાં,પાકનો,1
સરકારે,કેરીનાં,1
કેદ્ર,તેમજ,1
રાખી,કેદ્ર,1
માંગ,ઉઠાવી,1
રૂપાંતર,કરવાની,1
પરિવારોની,દિવાળી,1
ગરીબ,પરિવારોની,1
કરાતા,આ,1
ઢીલો,ન,1
તે,એટલો,1
ઢીલો,રાખીએ,1
વધારે,ઢીલો,1
કોલર,થોડો,1
સિંહને,કોલર,1
નર,સિંહને,1
અમે,નર,1
છતાં,અમે,1
હોતું,છતાં,1
ટાઇટ,થઇ,1
બહુ,ટાઇટ,1
કોલર,બહુ,1
કે,કોલર,1
જોનારને,એવું,1
વધવાથી,જોનારને,1
કેશવાળી,વધવાથી,1
તો,કેશવાળી,1
નર,હોય,1
જો,નર,1
કોલરીંગ,કરવામાં,1
જ,કોલરીંગ,1
સિંહોને,જ,1
મોટા,સિંહોને,1
એટલો,ઢીલો,1
ન,રખાય,1
ન,કરાતા,1
રખાય,કે,1
ચૂકવણું,ન,1
પણ,ચૂકવણું,1
તહેવાર,ઉપર,1
કામદારોને,દિવાળીના,1
સફાઇ,કામદારોને,1
હોસ્પિટલના,સફાઇ,1
ઉડાવી,મજાક,1
ટ્વિટરબાજોએ,ઉડાવી,1
ગુજરાત,ટ્વિટરબાજોએ,1
પહોંચ્યા,ગુજરાત,1
ગાંધી,પહોંચ્યા,1
રાઘવ,કોન્સ્ટેબલ,1
૧૦અશોકભાઇ,રાઘવ,1
નીકળી,ગયું,1
ટાયર,જ,1
ચાલતી,બસનું,1
ભાવનગરધોલેરા,રોડ,1
ખુવારી,ભાવનગરધોલેરા,1
કરશે,ખુવારી,1
અમારી,કરશે,1
એસટી,અમારી,1
કયારેક,નીકળી,1
કે,કયારેક,1
ભીલાડ,નજીક,1
નજીક,વલવાડા,1
વલવાડા,મુંબઈથી,1
ના,માત્ર,1
રબારી,જેમણે,1
કપાયો,હતો,1
સંપર્ક,કપાયો,1
વિસ્તારના,ગામોનો,1
આસપાસના,વિસ્તારના,1
વળતા,આસપાસના,1
પર,નદીના,1
નાના,પુલ,1
આવેલા,નાના,1
કોલક,નદી,1
હતા,કોલક,1
ડુબાણમાં,ગયા,1
કોઝવે,ડુબાણમાં,1
નીચાણવાળા,કોઝવે,1
અનેક,નીચાણવાળા,1
કપરાડામાં,અનેક,1
છે,કપરાડામાં,1
નાના,પૂલ,1
કોઝવે,અને,1
લેવલ,કોઝવે,1
લો,લેવલ,1
આવતા,લો,1
પટમાં,આવતા,1
જેમણે,ના,1
માત્ર,ગુજરાતના,1
સપાટી,વટાવતાં,1
પણ,શહેરમાં,1
કરીને,રેમડેસિવિર,1
બચાવવા,ગમે,1
સ્વજનના,જીવ,1
દાખલ,સ્વજનના,1
પોતાના,દાખલ,1
ખુબ,અછત,1
ઇન્જેકશનની,ખુબ,1
આવતાં,રેમડેસિવિર,1
૧૩,કોરોનાના,1
જિતેન્દ્ર,સિંહ,1
ડો,જિતેન્દ્ર,1
કેન્દ્રીયપ્રધાન,ડો,1
સિંગર,માંથી,1
ટોપ,સિંગર,1
ગુજરાતના,ટોપ,1
રબારી,આજે,1
કરનાર,ગીતા,1
ઉંમરથી,કારકિર્દીની,1
છેમાત્ર,વર્ષની,1
દીધા,છેમાત્ર,1
ફેન,બનાવી,1
જબરા,ફેન,1
પોતાના,જબરા,1
વટાવતાં,નદીના,1
ભયજનક,સપાટી,1
મુંબઈથી,વાપી,1
ચારેક,વાગ્યે,1
અકસ્માત,સવારે,1
વાપી,ખાતે,1
હોસ્પિટલ,વાપી,1
હરિયા,હોસ્પિટલ,1
માટે,હરિયા,1
નાનીમોટી,ઈજા,1
જણાને,નાનીમોટી,1
ત્રણ,જણાને,1
પેસેન્જર,પૈકી,1
સવાર,પેસેન્જર,1
અકસ્માતમાં,બસમાં,1
દેતા,અકસ્માત,1
સાથે,અથડાવી,1
ટ્રક,બસ,1
કુદાવી,ટ્રક,1
ડીવાઈડર,કુદાવી,1
લાવી,ડીવાઈડર,1
રીતે,હંકારી,1
પોતાની,ટ્રક,1
ચાલકે,પોતાની,1
એચઆરવીના,ચાલકે,1
નંબર,એચઆરવીના,1
વાપી,તરફ,1
સાડા,ચારેક,1
વાગ્યે,સર્જાયો,1
નદીએ,ભયજનક,1
કર્ણાટકમાં,વેન્ટિલેટરઑક્સિજનની,1
કોલક,નદીએ,1
છે,કોલક,1
સ્વરૂપે,વહી,1
તોફાની,સ્વરૂપે,1
અત્યારે,તોફાની,1
નદીઓ,અત્યારે,1
થતી,નદીઓ,1
કપરાડામાંથી,પસાર,1
તો,કપરાડામાંથી,1
રીતે,સમજ્યા,1
પરિણામો,કેવી,1
થર્મોગ્રાફીના,પરિણામો,1
ઇન્ફ્રારેડ,થર્મોગ્રાફીના,1
અંતર્ગત,આજે,1
સામે,જિલ્લા,1
કારોબાર,સામે,1
ગેરકાયદેસર,કારોબાર,1
સંપત્તિનાં,ગેરકાયદેસર,1
ખનીજ,સંપત્તિનાં,1
દર્દીઓના,થયા,1
અંદર,દર્દીઓના,1
તંગી,કલાકની,1
વેન્ટિલેટરઑક્સિજનની,ભારે,1
સમાજને,કર્યો,1
સાધવાનો,અનુરોધ,1
મેળવવા,પ્રયાસો,1
કુપોષણ,સંક્રમણ,1
નહીં,મળતા,1
દારૂ,નહીં,1
વ્યક્તિને,દારૂ,1
નાગપુરમાં,એક,1
છે,નાગપુરમાં,1
નાગપુરમાંથી,એક,1
મહારાષ્ટ્રના,નાગપુરમાંથી,1
ત્યાં,મહારાષ્ટ્રના,1
બચાવવામાં,લાગ્યા,1
સંભાવના,વધે,1
સંક્રમણ,થવાની,1
અવરોધ,કુપોષણ,1
એકતા,સાધવાનો,1
રોમછિદ્રોમાં,અવરોધ,1
ત્વચાનાં,રોમછિદ્રોમાં,1
બનતાં,ત્વચાનાં,1
ચીકાશયુક્ત,બનતાં,1
વધુ,ચીકાશયુક્ત,1
સ્ત્રાવ,વધુ,1
ત્વચાનો,સ્ત્રાવ,1
છે,ત્વચાનો,1
સંતુલન,બગડે,1
કફદોષનું,સંતુલન,1
તો,કફદોષનું,1
તેણે,સેનિટાઈઝર,1
સેનિટાઈઝર,પી,1
પી,લીધું,1
મૃતક,મહાનગરપાલિકામાં,1
સફાઈ,કર્મચારી,1
પાલિકાના,સફાઈ,1
નાગપુર,મહાનગર,1
સેનિટાઈઝર,કરી,1
પણ,સેનિટાઈઝર,1
સેનિટાઈઝરનો,પણ,1
લોકો,સેનિટાઈઝરનો,1
આલ્કોહોલ,હોય,1
સેનિટાઈઝરમાં,આલ્કોહોલ,1
કે,સેનિટાઈઝરમાં,1
જાણકારી,છે,1
પીધું,છે,1
ભેળવીને,પીધું,1
સેનિટાઈઝર,ભેળવીને,1
દારૂમાં,સેનિટાઈઝર,1
લોકડાઉનમાં,દારૂમાં,1
લોકોએ,લોકડાઉનમાં,1
જ્યાં,લોકોએ,1
કેટલાક,કેસ,1
નાગપુરમાં,એવા,1
હતો,નાગપુરમાં,1
કર્મચારી,હતો,1
મહાનગરપાલિકામાં,કર્મચારી,1
ખવાતાં,હોય,1
પદાર્થો,ખવાતાં,1
ભારે,પદાર્થો,1
રોજબરોજનાં,જીવનમાં,1
લઈ,નિદાન,1
અસંતુલનને,ધ્યાનમાં,1
દોષોનાં,અસંતુલનને,1
જવાબદાર,દોષોનાં,1
તથા,રોગ,1
પરીક્ષણ,તથા,1
પ્રકૃતિ,પરીક્ષણ,1
વ્યક્તિગત,પ્રકૃતિ,1
ત્વચાનાં,રોગ,1
કોઇપણ,ત્વચાનાં,1
ખીલને,અન્ય,1
કાપી,નાખી,1
જીભ,કાપી,1
મળતા,જીભ,1
નિષ્ફળતા,મળતા,1
કર્યોઃ,નિષ્ફળતા,1
પ્રયાસ,કર્યોઃ,1
દબાવવા,પ્રયાસ,1
ગળુ,દબાવવા,1
પત્નિનું,ગળુ,1
પહેલા,પત્નિનું,1
ચકચાર,પોલીસ,1
પુરુષની,લાશ,1
ત્યારબાદ,રોજબરોજનાં,1
જીવનમાં,આ,1
ઠંડા,પચવામાં,1
આ,દોષોમાં,1
ચીકાશખાંડવાળા,ઠંડા,1
મીઠાઈ,ચીકાશખાંડવાળા,1
મલાઈ,મીઠાઈ,1
અને,મલાઈ,1
પ્રકૃતિ,હોય,1
કફાધિક્ય,પ્રકૃતિ,1
તમારી,કફાધિક્ય,1
કરવો,જો,1
આહાર,કરવો,1
મુજબ,આહાર,1
જાણવું,તથા,1
ખોરાક,વિશે,1
અનુરૂપ,ખોરાક,1
પ્રકૃતિને,અનુરૂપ,1
આહાર,પ્રકૃતિને,1
છે,આહાર,1
મુખ્ય,હોય,1
વીશે,તકેદારી,1
કારણો,વીશે,1
જવાબદાર,કારણો,1
અસંતુલન,માટે,1
થતાં,અસંતુલન,1
દોષોમાં,થતાં,1
કર્મચારી,વર્ષીય,1
વર્ષીય,ગૌતમ,1
ગૌતમ,ગોસ્વામી,1
આદિનાથ,પરમાત્માના,1
નિત્યાનંદસૂરીશ્ર્વરજી,મહારાજ,1
શ્રી,નિત્યાનંદસૂરીશ્ર્વરજી,1
મૂડને,અસર,1
સીધા,મૂડને,1
નિર્માણ,ઉત્તેજિત,1
સેરોટોનિનનું,નિર્માણ,1
બી,સેરોટોનિનનું,1
જે,વિટામિન,1
ઓટમૅલનો,ભાગ,1
છે,ઓટમૅલનો,1
મૂડ,દૂર,1
ટોન,સુધારે,1
સંપૂર્ણપણે,ટોન,1
ઓટમીલની,સંપૂર્ણપણે,1
અને,ઓટમીલની,1
ક્ધટેન્મેન્ટ,ઝોનમાં,1
માઈક્રો,ક્ધટેન્મેન્ટ,1
માત્ર,માઈક્રો,1
અદાલકોમાં,પ્રત્યક્ષ,1
જિલ્લાઓની,અદાલકોમાં,1
તમામ,જિલ્લાઓની,1
જૂનથી,રાજ્યના,1
મી,જૂનથી,1
સાહેબે,આદિનાથ,1
પરમાત્માના,પારણાની,1
મહત્વનો,પરિપત્ર,1
પારણાની,ક્ષણો,1
ભૂલીને,એકતા,1
પંથવાદને,ભૂલીને,1
અને,પંથવાદને,1
સાંપ્રદાયિક,વિવાદો,1
જ,સાંપ્રદાયિક,1
જ,પડતા,1
ભોગવવા,જ,1
કર્મો,ભોગવવા,1
દરેકને,પોતાના,1
રાખતાં,દરેકને,1
નથી,રાખતાં,1
કોઇની,શરમ,1
કર્મ,કોઇની,1
પરંતુ,કર્મ,1
પછી,કોઇ,1
ચક્રવર્તી,હોય,1
કે,રાજા,1
સમજાવ્યું,હતું,1
કરતાં,સમજાવ્યું,1
અભિવ્યક્તિ,કરતાં,1
અહોભાવની,અભિવ્યક્તિ,1
પ્રત્યે,અહોભાવની,1
ક્ષણો,પ્રત્યે,1
પરિપત્ર,જાહેર,1
દ્વારા,મહત્વનો,1
ગોસ્વામી,દારૂની,1
અને,વડા,1
અલગ,હિલ્ટ્સ,1
પ્રકારના,હતા,1
તલવારો,વિવિધ,1
સંપૂર્ણપણે,તલવારો,1
છોડ,ગ્રામ,1
શતાવરીનો,છોડ,1
સફેદ,શતાવરીનો,1
ગૌતમનું,મોત,1
દરમિયાન,ગૌતમનું,1
જ્યાં,સારવાર,1
લથડતા,તેને,1
ફરીથી,લથડતા,1
તબિયત,ફરીથી,1
તેને,ઘરે,1
સારવાર,કરીને,1
ડોક્ટરોએ,તેની,1
હતો,ડોક્ટરોએ,1
લથડતાં,તેને,1
હતો,તબિયત,1
નશો,કર્યો,1
સેનિટાઈઝરનો,નશો,1
જગ્યાએ,સેનિટાઈઝરનો,1
દારૂની,જગ્યાએ,1
હિલ્ટ્સ,અને,1
વડા,આકારમાં,1
લઈને,હાઈકોર્ટ,1
આકારમાં,હોય,1
કામગીરીને,લઈને,1
કોર્ટની,કામગીરીને,1
હતો,કોર્ટની,1
નિર્દેષ,કર્યો,1
માટે,નિર્દેષ,1
લાદવા,માટે,1
કર્ફ્યૂ,લાદવા,1
વ્યકિતઓની,કાર્યકાળ,1
ધરાવનાર,વ્યકિતઓની,1
હોદા,ધરાવનાર,1
બંધારણીય,હોદા,1
જેવા,બંધારણીય,1
મુખ્યમંત્રી,જેવા,1
વડાપ્રધાન,કે,1
રાષ્ટ્રપતિ,વડાપ્રધાન,1
સિક્કા,ઉપયોગ,1
તેમજ,સિક્કા,1
બ્રોન્ઝ,તેમજ,1
સમયગાળા,બ્રોન્ઝ,1
પ્રારંભિક,સમયગાળા,1
સુશોભનમાં,ચાંદી,1
હથિયારો,સુશોભનમાં,1
છે,હથિયારો,1
ઇન્જેકશન,મેળવવા,1
પ્રયાસો,કરતાં,1
કમ્પાઉન્ડ,ભીલવાડો,1
હરોળમાં,અગ્રેસર,1
એનું,આપણને,1
સાકાર,કરી,1
આજે,સાકાર,1
નેમ,આજે,1
બનાવવાની,નેમ,1
મોડેલ,બનાવવાની,1
રોલ,મોડેલ,1
ટુરિઝમ,રોલ,1
ગુજરાતને,ટુરિઝમ,1
રહેવાની,પરંપરા,1
અગ્રેસર,રહેવાની,1
દેશોની,હરોળમાં,1
સુધી,એમએનપી,1
વિશ્વના,દેશોની,1
ગુજરાતે,વિશ્વના,1
મુખ્યમંત્રીશ્રીએ,ગુજરાતે,1
છે,મુખ્યમંત્રીશ્રીએ,1
પાર્કની,ભેટ,1
જુરાસિક,પાર્કની,1
ભારતને,જુરાસિક,1
ગુજરાતે,ભારતને,1
આજે,ગુજરાતે,1
પ્રેમીઓને,મળવાનો,1
પ્રવાસન,પ્રેમીઓને,1
આપણને,ગૌરવ,1
હતું,રૈયોલીનું,1
રૈયોલીનું,ડાયનાસોર,1
ડાયનાસોર,પાર્ક,1
૮૪૭થી,શુભ૧૦૮,1
મુખ્યમંત્રીશ્રીએ,જણાવ્યું,1
તેમ,મુખ્યમંત્રીશ્રીએ,1
